iteration,cross_entropy_train,kld_train,coef_train
21730,1.68,8.47,1.0
21740,1.78,8.64,1.0
21750,1.62,10.4,1.0
21760,1.42,8.57,1.0
21770,1.73,7.93,1.0
21780,1.49,8.37,1.0
21790,1.75,8.93,1.0
21800,1.39,7.72,1.0
21810,1.73,8.5,1.0
21820,1.37,7.48,1.0
21830,1.46,7.88,1.0
21840,1.4,7.73,1.0
21850,1.47,8.39,1.0
21860,1.41,8.19,1.0
21870,1.39,8.21,1.0
21880,1.1,8.38,1.0
21890,2.03,10.03,1.0
21900,1.11,7.97,1.0
21910,1.31,7.12,1.0
21920,1.21,7.64,1.0
21930,1.56,8.55,1.0
21940,1.48,8.28,1.0
21950,1.17,8.73,1.0
21960,2.13,9.3,1.0
21970,1.29,7.62,1.0
21980,2.01,8.22,1.0
21990,1.5,8.19,1.0
22000,1.4,8.32,1.0
22010,1.66,8.66,1.0
22020,1.7,8.97,1.0
22030,2.3,9.66,1.0
22040,1.57,7.63,1.0
22050,1.0,6.86,1.0
22060,1.49,7.08,1.0
22070,1.47,8.56,1.0
22080,1.81,8.02,1.0
22090,1.56,8.02,1.0
22100,1.91,10.19,1.0
22110,1.19,7.74,1.0
22120,1.61,9.31,1.0
22130,2.02,8.44,1.0
22140,1.57,6.6,1.0
22150,1.3,6.72,1.0
22160,1.46,7.43,1.0
22170,1.43,7.35,1.0
22180,1.74,9.75,1.0
22190,1.45,7.47,1.0
22200,1.63,9.78,1.0
22210,1.17,7.31,1.0
22220,1.35,7.57,1.0
22230,1.18,7.37,1.0
22240,2.06,10.01,1.0
22250,1.46,9.31,1.0
22260,1.23,8.18,1.0
22270,1.38,6.94,1.0
22280,1.18,7.83,1.0
22290,1.64,9.78,1.0
22300,1.68,8.46,1.0
22310,1.54,7.67,1.0
22320,1.61,8.39,1.0
22330,1.35,8.01,1.0
22340,1.25,7.46,1.0
22350,1.82,9.15,1.0
22360,1.27,7.24,1.0
22370,1.53,8.83,1.0
22380,1.38,7.88,1.0
22390,1.12,7.26,1.0
22400,1.3,8.03,1.0
22410,1.27,7.9,1.0
22420,1.59,9.25,1.0
22430,1.77,9.43,1.0
22440,1.9,10.48,1.0
22450,1.59,8.31,1.0
22460,1.86,8.75,1.0
22470,1.71,8.86,1.0
22480,1.14,7.2,1.0
22490,1.22,8.72,1.0
22500,1.4,8.28,1.0
22510,1.72,9.63,1.0
22520,1.27,7.37,1.0
22530,1.57,7.81,1.0
22540,1.63,8.42,1.0
22550,1.33,9.23,1.0
22560,1.74,8.07,1.0
22570,1.47,8.27,1.0
22580,1.67,9.04,1.0
22590,1.58,7.86,1.0
22600,1.88,10.8,1.0
22610,1.31,7.36,1.0
22620,1.36,8.04,1.0
22630,1.29,7.79,1.0
22640,1.59,8.62,1.0
22650,1.83,9.58,1.0
22660,1.59,8.58,1.0
22670,1.56,7.19,1.0
22680,1.63,9.22,1.0
22690,1.61,9.19,1.0
22700,1.75,9.21,1.0
22710,1.3,9.55,1.0
22720,1.12,6.32,1.0
22730,1.81,9.72,1.0
22740,1.47,9.7,1.0
22750,1.51,9.18,1.0
22760,1.55,8.41,1.0
22770,1.84,8.94,1.0
22780,1.86,9.4,1.0
22790,1.6,7.58,1.0
22800,1.41,7.92,1.0
22810,1.77,9.06,1.0
22820,1.4,8.9,1.0
22830,1.42,8.13,1.0
22840,1.53,7.68,1.0
22850,1.75,9.04,1.0
22860,1.34,7.59,1.0
22870,1.54,8.96,1.0
22880,1.53,7.71,1.0
22890,1.63,8.33,1.0
22900,1.5,7.73,1.0
22910,1.59,8.68,1.0
22920,2.04,9.52,1.0
22930,2.1,10.32,1.0
22940,1.45,8.29,1.0
22950,1.33,6.84,1.0
22960,1.4,7.98,1.0
22970,1.89,10.5,1.0
22980,1.73,10.69,1.0
22990,1.48,8.41,1.0
23000,1.77,8.92,1.0
23010,1.54,9.49,1.0
23020,1.38,8.58,1.0
23030,2.0,10.04,1.0
23040,1.75,10.34,1.0
23050,1.25,8.01,1.0
23060,1.86,9.55,1.0
23070,1.17,7.93,1.0
23080,1.69,8.6,1.0
23090,1.09,6.54,1.0
23100,1.19,7.67,1.0
23110,1.84,9.41,1.0
23120,1.77,9.02,1.0
23130,1.24,7.77,1.0
23140,1.63,9.19,1.0
23150,0.94,6.48,1.0
23160,2.05,9.29,1.0
23170,1.72,9.4,1.0
23180,1.1,8.91,1.0
23190,1.87,9.1,1.0
23200,1.75,9.93,1.0
23210,1.48,8.64,1.0
23220,1.33,7.52,1.0
23230,1.37,8.6,1.0
23240,1.62,9.31,1.0
23250,1.72,8.14,1.0
23260,1.75,8.69,1.0
23270,1.6,8.41,1.0
23280,1.55,8.52,1.0
23290,1.27,6.46,1.0
23300,1.45,7.06,1.0
23310,1.53,9.44,1.0
23320,1.35,8.67,1.0
23330,1.59,8.03,1.0
23340,1.31,6.99,1.0
23350,1.84,10.23,1.0
23360,1.48,9.64,1.0
23370,1.57,8.43,1.0
23380,1.67,8.87,1.0
23390,1.87,10.28,1.0
23400,1.66,9.92,1.0
23410,1.76,8.4,1.0
23420,1.61,8.55,1.0
23430,1.49,8.38,1.0
23440,1.42,7.93,1.0
23450,1.26,8.89,1.0
23460,1.22,7.4,1.0
23470,1.16,6.93,1.0
23480,1.64,10.72,1.0
23490,1.23,7.4,1.0
23500,1.65,8.88,1.0
23510,1.81,9.49,1.0
23520,1.63,8.56,1.0
23530,1.32,7.77,1.0
23540,1.37,7.98,1.0
23550,1.17,6.72,1.0
23560,1.37,7.54,1.0
23570,1.26,7.42,1.0
23580,1.73,9.1,1.0
23590,1.69,8.58,1.0
23600,1.59,8.67,1.0
23610,1.54,8.27,1.0
23620,1.14,7.03,1.0
23630,0.83,7.27,1.0
23640,1.62,8.92,1.0
23650,1.27,7.85,1.0
23660,1.52,9.15,1.0
23670,1.51,8.76,1.0
23680,1.72,8.88,1.0
23690,1.21,7.29,1.0
23700,0.98,7.85,1.0
23710,1.41,8.53,1.0
23720,1.46,8.24,1.0
23730,1.93,9.3,1.0
23740,1.52,8.58,1.0
23750,1.23,8.58,1.0
23760,1.8,8.93,1.0
23770,1.4,8.79,1.0
23780,1.76,8.3,1.0
23790,1.91,9.18,1.0
23800,1.53,7.64,1.0
23810,1.13,7.42,1.0
23820,1.36,9.02,1.0
23830,1.84,8.79,1.0
23840,1.44,8.34,1.0
23850,1.39,7.29,1.0
23860,1.33,8.02,1.0
23870,1.87,10.83,1.0
23880,1.4,7.17,1.0
23890,1.55,10.52,1.0
23900,1.07,7.99,1.0
23910,1.2,7.48,1.0
23920,2.13,9.71,1.0
23930,1.16,7.08,1.0
23940,1.26,7.7,1.0
23950,1.4,7.28,1.0
23960,1.95,11.51,1.0
23970,1.65,8.01,1.0
23980,1.37,8.65,1.0
23990,1.25,9.72,1.0
24000,1.7,9.42,1.0
24010,1.39,7.52,1.0
24020,1.54,8.07,1.0
24030,1.59,8.22,1.0
24040,1.48,8.63,1.0
24050,1.71,8.61,1.0
24060,1.71,10.18,1.0
24070,1.16,7.88,1.0
24080,1.63,9.0,1.0
24090,1.54,9.06,1.0
24100,1.47,7.94,1.0
24110,1.63,8.03,1.0
24120,1.21,7.76,1.0
24130,1.29,7.45,1.0
24140,1.66,9.7,1.0
24150,1.2,7.82,1.0
24160,1.08,9.15,1.0
24170,1.31,8.18,1.0
24180,1.42,8.0,1.0
24190,1.44,8.62,1.0
24200,1.6,8.31,1.0
24210,1.54,9.89,1.0
24220,1.84,9.29,1.0
24230,1.63,10.62,1.0
24240,1.46,7.63,1.0
24250,1.34,7.8,1.0
24260,1.49,8.64,1.0
24270,1.67,9.07,1.0
24280,1.37,9.05,1.0
24290,1.37,7.42,1.0
24300,1.46,8.54,1.0
24310,1.36,7.9,1.0
24320,1.6,8.4,1.0
24330,1.47,8.5,1.0
24340,1.59,8.16,1.0
24350,1.53,8.93,1.0
24360,1.34,8.69,1.0
24370,1.31,7.03,1.0
24380,1.35,8.63,1.0
24390,1.56,10.17,1.0
24400,1.57,9.34,1.0
24410,1.69,8.9,1.0
24420,1.93,8.99,1.0
24430,1.6,8.72,1.0
24440,1.4,8.05,1.0
24450,1.52,8.43,1.0
24460,1.31,8.49,1.0
24470,1.17,7.19,1.0
24480,1.77,9.84,1.0
24490,1.25,8.35,1.0
24500,1.62,8.77,1.0
24510,1.9,8.88,1.0
24520,1.8,10.62,1.0
24530,1.55,7.6,1.0
24540,1.8,7.88,1.0
24550,0.88,5.83,1.0
24560,1.18,7.65,1.0
24570,1.78,9.47,1.0
24580,2.17,9.16,1.0
24590,1.73,9.44,1.0
24600,1.22,8.96,1.0
24610,1.36,6.91,1.0
24620,1.2,7.93,1.0
24630,1.24,7.35,1.0
24640,1.68,8.5,1.0
24650,1.95,10.45,1.0
24660,1.26,6.9,1.0
24670,1.33,7.39,1.0
24680,1.68,9.08,1.0
24690,1.34,7.95,1.0
24700,1.18,8.04,1.0
24710,1.62,8.89,1.0
24720,2.04,9.43,1.0
24730,1.37,8.64,1.0
24740,1.59,8.38,1.0
24750,1.24,7.55,1.0
24760,1.64,8.94,1.0
24770,1.26,7.99,1.0
24780,1.19,8.54,1.0
24790,1.67,7.78,1.0
24800,1.92,9.38,1.0
24810,1.69,10.6,1.0
24820,1.53,7.73,1.0
24830,1.67,8.8,1.0
24840,1.76,9.32,1.0
24850,1.03,7.57,1.0
24860,1.7,9.02,1.0
24870,1.59,8.57,1.0
24880,1.54,9.96,1.0
24890,1.35,8.42,1.0
24900,1.68,9.2,1.0
24910,1.49,8.69,1.0
24920,1.3,7.94,1.0
24930,1.45,8.37,1.0
24940,1.52,8.76,1.0
24950,1.39,8.7,1.0
24960,1.47,8.04,1.0
24970,1.71,9.62,1.0
24980,1.83,10.96,1.0
24990,1.18,6.95,1.0
25000,1.71,9.72,1.0
25010,1.8,9.49,1.0
25020,1.82,9.17,1.0
25030,1.64,9.23,1.0
25040,1.66,8.37,1.0
25050,1.67,8.53,1.0
25060,1.5,9.12,1.0
25070,1.22,7.36,1.0
25080,1.54,8.3,1.0
25090,1.43,9.9,1.0
25100,1.17,7.74,1.0
25110,1.48,7.76,1.0
25120,1.7,9.84,1.0
25130,1.46,8.13,1.0
25140,1.59,10.5,1.0
25150,1.59,10.24,1.0
25160,1.24,7.47,1.0
25170,1.46,7.39,1.0
25180,1.56,7.9,1.0
25190,1.44,9.33,1.0
25200,1.47,8.47,1.0
25210,1.55,9.07,1.0
25220,1.72,9.86,1.0
25230,2.02,9.57,1.0
25240,1.7,9.8,1.0
25250,1.34,8.06,1.0
25260,1.14,7.15,1.0
25270,1.31,7.02,1.0
25280,1.48,8.13,1.0
25290,1.65,8.13,1.0
25300,1.63,7.8,1.0
25310,1.02,8.14,1.0
25320,1.32,8.52,1.0
25330,1.52,8.75,1.0
25340,1.75,8.64,1.0
25350,1.66,8.46,1.0
25360,1.17,7.53,1.0
25370,1.27,8.02,1.0
25380,1.71,10.68,1.0
25390,1.68,8.55,1.0
25400,1.65,9.31,1.0
25410,1.38,9.05,1.0
25420,1.16,9.04,1.0
25430,1.64,8.8,1.0
25440,1.49,8.26,1.0
25450,1.23,7.45,1.0
25460,1.58,8.19,1.0
25470,1.83,8.47,1.0
25480,1.23,7.93,1.0
25490,1.57,8.2,1.0
25500,1.64,9.15,1.0
25510,1.17,9.91,1.0
25520,1.52,8.74,1.0
25530,1.67,8.81,1.0
25540,0.97,6.03,1.0
25550,1.37,7.03,1.0
25560,1.59,8.82,1.0
25570,1.29,8.54,1.0
25580,1.37,7.9,1.0
25590,1.43,8.34,1.0
25600,1.62,8.83,1.0
25610,1.54,9.34,1.0
25620,1.45,8.59,1.0
25630,1.84,8.78,1.0
25640,1.67,9.29,1.0
25650,1.35,9.02,1.0
25660,1.78,8.61,1.0
25670,1.32,8.52,1.0
25680,1.33,7.01,1.0
25690,1.94,9.74,1.0
25700,1.31,7.19,1.0
25710,1.22,7.61,1.0
25720,1.99,10.51,1.0
25730,2.03,9.94,1.0
25740,1.4,7.58,1.0
25750,1.62,9.12,1.0
25760,1.93,9.82,1.0
25770,1.14,6.31,1.0
25780,1.5,8.1,1.0
25790,1.15,7.95,1.0
25800,1.49,9.62,1.0
25810,1.19,6.72,1.0
25820,1.36,7.93,1.0
25830,1.65,8.76,1.0
25840,1.48,8.29,1.0
25850,1.46,8.29,1.0
25860,1.18,7.69,1.0
25870,1.69,8.59,1.0
25880,1.52,8.52,1.0
25890,1.55,8.99,1.0
25900,1.44,8.51,1.0
25910,1.46,8.08,1.0
25920,1.33,8.71,1.0
25930,1.4,8.49,1.0
25940,1.38,7.25,1.0
25950,1.26,7.02,1.0
25960,1.22,9.34,1.0
25970,1.61,8.1,1.0
25980,1.67,9.39,1.0
25990,1.59,8.62,1.0
26000,1.56,10.42,1.0
26010,1.57,9.76,1.0
26020,1.08,6.86,1.0
26030,1.47,10.2,1.0
26040,1.18,7.14,1.0
26050,1.25,7.26,1.0
26060,1.53,9.16,1.0
26070,1.35,7.46,1.0
26080,1.71,9.37,1.0
26090,1.46,8.99,1.0
26100,1.58,9.19,1.0
26110,1.75,8.71,1.0
26120,1.25,8.03,1.0
26130,1.66,9.65,1.0
26140,1.55,8.17,1.0
26150,1.85,10.8,1.0
26160,1.21,8.27,1.0
26170,1.82,9.44,1.0
26180,1.52,9.58,1.0
26190,1.31,9.4,1.0
26200,1.39,9.64,1.0
26210,1.31,7.42,1.0
26220,1.35,7.02,1.0
26230,1.48,9.54,1.0
26240,1.53,9.82,1.0
26250,1.71,8.32,1.0
26260,1.71,8.47,1.0
26270,1.18,7.3,1.0
26280,1.31,8.0,1.0
26290,1.52,8.82,1.0
26300,1.35,7.07,1.0
26310,1.3,7.42,1.0
26320,1.48,8.29,1.0
26330,1.17,8.24,1.0
26340,1.74,9.84,1.0
26350,1.52,10.26,1.0
26360,1.28,9.09,1.0
26370,1.55,9.19,1.0
26380,1.49,8.73,1.0
26390,1.6,9.98,1.0
26400,1.18,7.29,1.0
26410,1.05,7.44,1.0
26420,1.4,9.11,1.0
26430,1.31,7.3,1.0
26440,1.22,7.05,1.0
26450,1.85,12.2,1.0
26460,1.64,9.33,1.0
26470,1.57,9.33,1.0
26480,1.62,9.67,1.0
26490,1.26,8.73,1.0
26500,1.4,8.41,1.0
26510,1.26,7.33,1.0
26520,1.54,9.16,1.0
26530,1.82,10.13,1.0
26540,1.19,7.26,1.0
26550,1.47,8.65,1.0
26560,1.15,8.33,1.0
26570,1.57,8.24,1.0
26580,1.93,10.92,1.0
26590,1.51,9.11,1.0
26600,1.23,7.95,1.0
26610,1.32,7.38,1.0
26620,1.6,10.03,1.0
26630,1.39,10.06,1.0
26640,1.61,10.6,1.0
26650,1.43,7.42,1.0
26660,1.51,7.94,1.0
26670,1.31,7.51,1.0
26680,1.67,9.11,1.0
26690,1.53,9.38,1.0
26700,1.13,8.19,1.0
26710,1.43,7.92,1.0
26720,1.22,7.09,1.0
26730,1.52,9.64,1.0
26740,1.32,7.4,1.0
26750,1.77,8.37,1.0
26760,1.37,7.68,1.0
26770,1.86,10.29,1.0
26780,0.93,6.82,1.0
26790,1.55,9.61,1.0
26800,1.41,7.48,1.0
26810,1.52,9.8,1.0
26820,1.22,7.21,1.0
26830,1.49,9.13,1.0
26840,1.61,8.03,1.0
26850,1.37,9.16,1.0
26860,1.35,9.48,1.0
26870,1.34,8.88,1.0
26880,1.83,9.42,1.0
26890,1.83,9.74,1.0
26900,1.13,6.12,1.0
26910,1.72,8.5,1.0
26920,1.46,7.82,1.0
26930,1.67,8.95,1.0
26940,1.44,7.67,1.0
26950,1.36,7.77,1.0
26960,1.2,7.28,1.0
26970,1.36,6.95,1.0
26980,1.66,10.41,1.0
26990,1.42,7.08,1.0
27000,1.55,9.6,1.0
27010,1.05,7.62,1.0
27020,1.66,9.8,1.0
27030,1.59,8.57,1.0
27040,1.18,7.54,1.0
27050,1.07,6.78,1.0
27060,1.61,9.71,1.0
27070,1.42,10.07,1.0
27080,1.53,7.64,1.0
27090,1.16,8.41,1.0
27100,1.8,10.53,1.0
27110,1.15,8.11,1.0
27120,1.33,7.5,1.0
27130,1.84,8.09,1.0
27140,1.19,7.76,1.0
27150,1.51,8.78,1.0
27160,1.27,8.22,1.0
27170,0.85,6.72,1.0
27180,1.32,8.62,1.0
27190,1.5,9.09,1.0
27200,1.43,8.35,1.0
27210,1.18,7.74,1.0
27220,1.35,8.39,1.0
27230,1.25,9.73,1.0
27240,1.42,6.96,1.0
27250,1.42,8.89,1.0
27260,1.32,9.03,1.0
27270,1.22,7.2,1.0
27280,1.47,8.56,1.0
27290,1.4,8.85,1.0
27300,1.33,7.5,1.0
27310,1.04,7.23,1.0
27320,1.44,9.59,1.0
27330,1.38,8.37,1.0
27340,1.34,8.94,1.0
27350,1.17,8.1,1.0
27360,1.4,9.08,1.0
27370,1.58,9.02,1.0
27380,1.26,7.33,1.0
27390,1.74,11.08,1.0
27400,1.54,8.63,1.0
27410,1.32,9.09,1.0
27420,1.69,9.95,1.0
27430,1.61,8.64,1.0
27440,1.89,8.92,1.0
27450,1.26,7.0,1.0
27460,1.38,9.67,1.0
27470,1.36,7.86,1.0
27480,1.22,8.64,1.0
27490,1.25,7.39,1.0
27500,1.47,9.46,1.0
27510,1.05,7.45,1.0
27520,1.57,9.84,1.0
27530,0.97,7.13,1.0
27540,1.51,7.35,1.0
27550,1.3,9.04,1.0
27560,1.16,8.35,1.0
27570,1.33,8.08,1.0
27580,1.56,7.9,1.0
27590,1.44,8.24,1.0
27600,1.47,9.28,1.0
27610,1.38,9.0,1.0
27620,1.25,7.27,1.0
27630,1.37,9.71,1.0
27640,1.53,7.98,1.0
27650,1.19,7.43,1.0
27660,1.26,8.34,1.0
27670,1.49,7.76,1.0
27680,1.66,8.47,1.0
27690,1.6,8.56,1.0
27700,1.43,8.26,1.0
27710,0.94,7.0,1.0
27720,1.28,8.38,1.0
27730,1.04,7.15,1.0
27740,0.87,7.54,1.0
27750,0.96,7.26,1.0
27760,1.31,6.55,1.0
27770,1.46,8.39,1.0
27780,1.24,8.63,1.0
27790,1.38,9.23,1.0
27800,1.22,7.59,1.0
27810,1.54,8.18,1.0
27820,1.75,10.5,1.0
27830,1.38,7.64,1.0
27840,1.15,9.09,1.0
27850,1.18,8.16,1.0
27860,1.46,8.34,1.0
27870,1.38,8.98,1.0
27880,1.69,9.58,1.0
27890,1.59,8.98,1.0
27900,1.39,7.53,1.0
27910,1.77,9.71,1.0
27920,1.67,9.01,1.0
27930,1.36,7.95,1.0
27940,1.04,7.59,1.0
27950,1.18,7.21,1.0
27960,1.23,7.54,1.0
27970,1.26,8.2,1.0
27980,1.25,7.72,1.0
27990,1.32,7.9,1.0
28000,1.54,8.49,1.0
28010,1.28,7.73,1.0
28020,1.61,9.02,1.0
28030,1.5,7.32,1.0
28040,1.21,8.35,1.0
28050,1.42,9.22,1.0
28060,1.53,9.13,1.0
28070,1.62,9.49,1.0
28080,1.44,8.22,1.0
28090,1.87,10.11,1.0
28100,1.32,9.66,1.0
28110,1.34,8.52,1.0
28120,1.97,10.5,1.0
28130,1.6,7.33,1.0
28140,1.56,9.22,1.0
28150,1.67,9.25,1.0
28160,1.29,7.96,1.0
28170,1.66,9.23,1.0
28180,1.6,8.69,1.0
28190,1.26,7.33,1.0
28200,1.23,8.03,1.0
28210,1.26,8.47,1.0
28220,0.73,7.2,1.0
28230,1.34,7.47,1.0
28240,1.56,9.02,1.0
28250,1.21,7.21,1.0
28260,1.28,7.43,1.0
28270,0.99,7.38,1.0
28280,1.11,7.18,1.0
28290,1.36,9.15,1.0
28300,1.53,10.55,1.0
28310,1.64,9.35,1.0
28320,0.93,6.77,1.0
28330,1.38,8.43,1.0
28340,1.22,9.31,1.0
28350,1.53,6.75,1.0
28360,1.13,7.73,1.0
28370,1.4,8.63,1.0
28380,1.3,7.22,1.0
28390,1.32,8.01,1.0
28400,1.31,8.93,1.0
28410,1.21,7.88,1.0
28420,1.44,9.76,1.0
28430,1.79,8.63,1.0
28440,1.32,8.32,1.0
28450,1.36,9.13,1.0
28460,1.47,8.28,1.0
28470,1.51,9.16,1.0
28480,1.31,9.17,1.0
28490,1.19,7.39,1.0
28500,1.75,10.55,1.0
28510,1.34,8.91,1.0
28520,1.25,7.56,1.0
28530,1.83,9.92,1.0
28540,1.34,8.18,1.0
28550,1.32,8.02,1.0
28560,1.26,8.17,1.0
28570,1.73,10.96,1.0
28580,1.23,8.12,1.0
28590,1.09,8.01,1.0
28600,1.54,11.0,1.0
28610,1.45,8.42,1.0
28620,1.44,8.91,1.0
28630,1.29,8.39,1.0
28640,1.28,7.67,1.0
28650,1.04,7.5,1.0
28660,1.51,10.09,1.0
28670,1.31,7.86,1.0
28680,1.11,7.42,1.0
28690,1.45,9.32,1.0
28700,1.39,8.5,1.0
28710,1.49,8.09,1.0
28720,1.75,9.9,1.0
28730,1.34,9.07,1.0
28740,1.45,8.93,1.0
28750,1.24,8.33,1.0
28760,1.06,6.91,1.0
28770,1.34,8.45,1.0
28780,1.3,8.27,1.0
28790,1.69,10.08,1.0
28800,1.24,8.33,1.0
28810,1.29,8.68,1.0
28820,1.15,7.7,1.0
28830,1.0,7.48,1.0
28840,1.12,7.81,1.0
28850,1.0,7.15,1.0
28860,0.94,7.17,1.0
28870,1.76,9.4,1.0
28880,1.09,7.53,1.0
28890,1.07,6.91,1.0
28900,0.67,6.28,1.0
28910,1.14,7.05,1.0
28920,1.15,7.07,1.0
28930,1.51,8.01,1.0
28940,1.29,7.8,1.0
28950,1.61,9.11,1.0
28960,1.38,8.61,1.0
28970,1.37,7.23,1.0
28980,0.99,7.57,1.0
28990,1.56,10.17,1.0
29000,1.45,8.83,1.0
29010,1.19,7.99,1.0
29020,1.08,7.34,1.0
29030,1.11,8.28,1.0
29040,1.31,8.65,1.0
29050,1.85,8.99,1.0
29060,1.15,7.35,1.0
29070,1.49,7.56,1.0
29080,1.63,10.42,1.0
29090,1.02,7.7,1.0
29100,1.27,8.15,1.0
29110,1.27,8.75,1.0
29120,1.08,8.64,1.0
29130,1.54,8.12,1.0
29140,1.35,7.74,1.0
29150,1.34,7.5,1.0
29160,1.59,8.67,1.0
29170,1.26,8.14,1.0
29180,1.39,8.0,1.0
29190,1.61,9.19,1.0
29200,1.36,8.7,1.0
29210,1.3,8.82,1.0
29220,1.2,7.02,1.0
29230,1.94,10.85,1.0
29240,1.32,7.74,1.0
29250,1.48,8.29,1.0
29260,1.4,8.44,1.0
29270,1.58,8.75,1.0
29280,1.51,9.33,1.0
29290,1.34,7.95,1.0
29300,1.46,9.27,1.0
29310,1.24,8.56,1.0
29320,1.67,9.28,1.0
29330,1.43,8.61,1.0
29340,1.14,7.09,1.0
29350,1.59,9.61,1.0
29360,1.49,8.66,1.0
29370,1.73,10.21,1.0
29380,1.36,8.94,1.0
29390,1.73,8.89,1.0
29400,1.21,8.59,1.0
29410,1.27,8.58,1.0
29420,1.08,7.4,1.0
29430,1.05,6.95,1.0
29440,1.75,9.82,1.0
29450,1.56,9.67,1.0
29460,1.51,9.61,1.0
29470,1.34,8.85,1.0
29480,1.29,7.69,1.0
29490,1.36,8.8,1.0
29500,1.22,8.35,1.0
29510,1.04,7.93,1.0
29520,1.24,8.37,1.0
29530,1.19,8.34,1.0
29540,1.41,8.4,1.0
29550,1.52,8.57,1.0
29560,1.34,9.59,1.0
29570,1.19,8.57,1.0
29580,1.47,7.97,1.0
29590,1.27,8.02,1.0
29600,1.52,8.44,1.0
29610,1.19,7.77,1.0
29620,1.43,9.23,1.0
29630,1.21,7.53,1.0
29640,1.2,8.39,1.0
29650,1.24,7.55,1.0
29660,1.25,8.69,1.0
29670,1.18,8.85,1.0
29680,1.26,7.96,1.0
29690,0.97,8.01,1.0
29700,1.74,9.23,1.0
29710,0.97,7.42,1.0
29720,1.11,7.25,1.0
29730,1.07,7.13,1.0
29740,1.34,8.38,1.0
29750,1.26,8.25,1.0
29760,1.06,8.34,1.0
29770,1.85,9.11,1.0
29780,1.12,7.94,1.0
29790,1.65,8.65,1.0
29800,1.35,7.52,1.0
29810,1.22,8.06,1.0
29820,1.41,9.27,1.0
29830,1.43,8.64,1.0
29840,1.96,10.05,1.0
29850,1.32,7.87,1.0
29860,0.88,6.42,1.0
29870,1.29,6.57,1.0
29880,1.26,8.15,1.0
29890,1.61,7.98,1.0
29900,1.36,7.65,1.0
29910,1.62,10.04,1.0
29920,0.96,7.71,1.0
29930,1.39,8.67,1.0
29940,1.77,9.25,1.0
29950,1.38,7.02,1.0
29960,1.13,6.84,1.0
29970,1.22,7.17,1.0
29980,1.22,7.33,1.0
29990,1.43,9.63,1.0
30000,1.24,7.21,1.0
30010,1.34,9.27,1.0
30020,1.01,7.4,1.0
30030,1.11,7.27,1.0
30040,1.05,6.84,1.0
30050,1.73,10.46,1.0
30060,1.19,9.43,1.0
30070,1.12,7.4,1.0
30080,1.21,7.15,1.0
30090,0.99,7.61,1.0
30100,1.41,9.24,1.0
30110,1.41,8.27,1.0
30120,1.31,7.84,1.0
30130,1.39,8.56,1.0
30140,1.14,7.85,1.0
30150,1.1,6.86,1.0
30160,1.58,9.58,1.0
30170,1.13,7.29,1.0
30180,1.36,8.54,1.0
30190,1.24,7.51,1.0
30200,1.0,7.08,1.0
30210,1.12,8.08,1.0
30220,1.12,7.86,1.0
30230,1.4,9.34,1.0
30240,1.49,9.71,1.0
30250,1.64,9.92,1.0
30260,1.33,8.26,1.0
30270,1.59,9.06,1.0
30280,1.47,8.82,1.0
30290,0.99,6.91,1.0
30300,1.06,8.73,1.0
30310,1.22,8.57,1.0
30320,1.45,8.97,1.0
30330,1.12,7.54,1.0
30340,1.37,8.14,1.0
30350,1.43,8.31,1.0
30360,1.11,8.47,1.0
30370,1.54,8.33,1.0
30380,1.31,8.06,1.0
30390,1.44,9.32,1.0
30400,1.35,8.2,1.0
30410,1.61,11.11,1.0
30420,1.13,7.42,1.0
30430,1.18,8.45,1.0
30440,1.09,7.47,1.0
30450,1.37,8.67,1.0
30460,1.6,9.69,1.0
30470,1.34,8.9,1.0
30480,1.32,7.0,1.0
30490,1.43,8.93,1.0
30500,1.36,9.63,1.0
30510,1.47,8.99,1.0
30520,1.16,9.07,1.0
30530,1.0,6.42,1.0
30540,1.57,9.28,1.0
30550,1.24,9.64,1.0
30560,1.31,9.62,1.0
30570,1.32,8.41,1.0
30580,1.54,9.27,1.0
30590,1.61,9.52,1.0
30600,1.37,7.35,1.0
30610,1.18,7.87,1.0
30620,1.48,9.7,1.0
30630,1.17,8.73,1.0
30640,1.21,8.38,1.0
30650,1.26,7.68,1.0
30660,1.54,8.36,1.0
30670,1.15,7.4,1.0
30680,1.32,8.68,1.0
30690,1.36,8.02,1.0
30700,1.39,8.98,1.0
30710,1.28,7.68,1.0
30720,1.34,8.28,1.0
30730,1.74,9.89,1.0
30740,1.84,9.78,1.0
30750,1.25,8.39,1.0
30760,1.18,6.67,1.0
30770,1.22,7.92,1.0
30780,1.62,10.79,1.0
30790,1.54,10.5,1.0
30800,1.26,8.56,1.0
30810,1.53,9.06,1.0
30820,1.3,9.84,1.0
30830,1.21,8.3,1.0
30840,1.75,9.62,1.0
30850,1.43,10.18,1.0
30860,1.07,7.67,1.0
30870,1.64,9.48,1.0
30880,1.03,7.67,1.0
30890,1.47,8.98,1.0
30900,0.95,6.6,1.0
30910,1.03,7.2,1.0
30920,1.57,9.16,1.0
30930,1.53,8.5,1.0
30940,1.14,7.44,1.0
30950,1.39,9.28,1.0
30960,0.79,6.52,1.0
30970,1.72,9.28,1.0
30980,1.48,9.35,1.0
30990,0.98,8.36,1.0
31000,1.62,8.92,1.0
31010,1.55,9.74,1.0
31020,1.26,8.56,1.0
31030,1.13,7.54,1.0
