iteration,cross_entropy_train,kld_train,coef_train
2430,2.23,8692.05,0.0
2440,3.59,5450.49,0.0
2450,2.54,9007.53,0.0
2460,2.93,7889.95,0.0
2470,2.54,8387.5,0.0
2480,2.74,7979.41,0.0
2490,2.46,7275.84,0.0
2500,2.76,8362.11,0.0
2510,2.21,11235.83,0.0
2520,2.11,13106.27,0.0
2530,2.34,8694.66,0.0
2540,2.86,6655.05,0.0
2550,3.15,6197.45,0.0
2560,2.83,8223.38,0.0
2570,2.9,7581.92,0.0
2580,2.89,6302.78,0.0
2590,2.06,12707.35,0.0
2600,2.54,7605.0,0.0
2610,2.14,8822.24,0.0
2620,2.28,10125.92,0.0
2630,2.88,6603.29,0.0
2640,2.42,8800.72,0.0
2650,3.15,7436.35,0.0
2660,2.62,9155.72,0.0
2670,3.0,5505.82,0.0
2680,3.43,5564.15,0.0
2690,2.17,9267.67,0.0
2700,3.09,5821.23,0.0
2710,2.66,7233.34,0.0
2720,3.31,7143.41,0.0
2730,2.31,7971.1,0.0
2740,3.33,5556.89,0.0
2750,3.02,4965.8,0.0
2760,2.23,9454.25,0.0
2770,2.78,7464.15,0.0
2780,2.16,9900.65,0.0
2790,2.43,6758.47,0.0
2800,2.88,6369.14,0.0
2810,2.8,7245.64,0.0
2820,3.3,4655.48,0.0
2830,2.98,7428.1,0.0
2840,2.14,11048.76,0.0
2850,2.33,8759.32,0.0
2860,2.89,6006.38,0.0
2870,2.33,9391.05,0.0
2880,2.16,10748.7,0.0
2890,2.43,7095.67,0.0
2900,1.99,10535.73,0.0
2910,3.17,5010.43,0.0
2920,3.11,6581.15,0.0
2930,2.34,7894.13,0.0
2940,2.7,6536.25,0.0
2950,2.63,7205.47,0.0
2960,2.88,6154.84,0.0
2970,1.97,12156.16,0.0
2980,1.9,13930.0,0.0
2990,2.35,10040.95,0.0
3000,2.07,10782.78,0.0
3010,2.37,7654.84,0.0
3020,3.4,4868.49,0.0
3030,2.86,6877.23,0.0
3040,2.9,8710.72,0.0
3050,3.64,4558.81,0.0
3060,2.42,9579.1,0.0
3070,2.6,6283.53,0.0
3080,2.54,5989.78,0.0
3090,2.78,5577.79,0.0
3100,3.18,5696.0,0.0
3110,2.21,5850.48,0.0
3120,2.91,4619.66,0.0
3130,2.4,4293.02,0.0
3140,2.76,5734.31,0.0
3150,3.36,3983.3,0.0
3160,2.91,5613.51,0.0
3170,2.18,9036.95,0.0
3180,2.32,7114.83,0.0
3190,3.12,3588.11,0.0
3200,2.64,4108.94,0.0
3210,2.88,4193.81,0.0
3220,2.53,6272.58,0.0
3230,2.7,5347.76,0.0
3240,2.28,6865.6,0.0
3250,2.81,7217.48,0.0
3260,2.65,5806.62,0.0
3270,2.03,7220.03,0.0
3280,2.4,7402.33,0.0
3290,2.14,7411.67,0.0
3300,2.73,5072.64,0.0
3310,2.35,7464.08,0.0
3320,2.87,6393.51,0.0
3330,2.32,6654.23,0.0
3340,3.4,4486.58,0.0
3350,1.51,16456.33,0.0
3360,2.65,6849.57,0.0
3370,2.44,6069.21,0.0
3380,2.99,5514.14,0.0
3390,2.16,7494.14,0.0
3400,2.87,5053.07,0.0
3410,2.67,8446.97,0.0
3420,2.81,4922.16,0.0
3430,2.55,4498.76,0.0
3440,2.44,6414.75,0.0
3450,3.07,3655.85,0.0
3460,3.18,7810.3,0.0
3470,1.84,11783.9,0.0
3480,2.8,5807.49,0.0
3490,2.47,7566.74,0.0
3500,3.21,4688.06,0.0
3510,2.45,5686.56,0.0
3520,2.52,6673.55,0.0
3530,2.32,6620.42,0.0
3540,2.32,6782.98,0.0
3550,3.5,4202.25,0.0
3560,2.39,9198.37,0.0
3570,2.77,5538.69,0.0
3580,1.92,8180.97,0.0
3590,3.13,4682.18,0.0
3600,2.75,6609.29,0.0
3610,2.38,6902.04,0.0
3620,1.75,14360.26,0.0
3630,2.78,5889.4,0.0
3640,2.86,5654.47,0.0
3650,2.37,8977.35,0.0
3660,2.05,7425.03,0.0
3670,3.31,4541.02,0.0
3680,2.1,5323.03,0.0
3690,2.18,9184.97,0.0
3700,2.76,7345.08,0.0
3710,2.01,8671.98,0.0
3720,2.89,7197.39,0.0
3730,2.25,6708.14,0.0
3740,1.3,21559.93,0.0
3750,2.45,5775.44,0.0
3760,2.59,6246.4,0.0
3770,2.3,7076.07,0.0
3780,1.97,7862.78,0.0
3790,2.41,6925.91,0.0
3800,2.49,4960.9,0.0
3810,2.4,7044.14,0.0
3820,2.42,5932.57,0.0
3830,2.44,6166.19,0.0
3840,2.06,6772.86,0.0
3850,2.44,6989.73,0.0
3860,2.49,5931.91,0.0
3870,2.12,9596.35,0.0
3880,1.61,14623.57,0.0
3890,2.58,5380.57,0.0
3900,2.43,6712.96,1e-05
3910,2.61,5713.16,1e-05
3920,2.28,9223.03,1e-05
3930,2.72,5116.8,1e-05
3940,2.73,5986.36,1e-05
3950,2.16,8534.84,1e-05
3960,2.96,5038.08,1e-05
3970,2.91,3891.35,1e-05
3980,2.29,6541.77,1e-05
3990,2.72,5819.82,1e-05
4000,2.51,6134.97,1e-05
4010,3.46,4047.95,1e-05
4020,2.45,5766.9,1e-05
4030,2.62,4814.92,1e-05
4040,2.35,7841.83,1e-05
4050,2.15,6836.45,1e-05
4060,2.19,6185.97,1e-05
4070,2.59,5871.14,1e-05
4080,1.8,8400.64,1e-05
4090,2.83,4878.88,1e-05
4100,1.99,6971.41,1e-05
4110,2.56,5687.48,1e-05
4120,2.44,4513.15,1e-05
4130,2.19,5938.49,1e-05
4140,2.14,6409.48,1e-05
4150,2.66,6633.36,1e-05
4160,2.7,4450.73,1e-05
4170,2.6,4861.96,1e-05
4180,2.39,6234.02,1e-05
4190,2.19,7840.95,1e-05
4200,2.65,4819.17,1e-05
4210,2.63,5387.54,1e-05
4220,2.0,8928.87,1e-05
4230,2.32,5267.66,1e-05
4240,2.58,5813.16,1e-05
4250,2.6,6233.2,1e-05
4260,2.81,6296.29,1e-05
4270,2.44,5680.74,1e-05
4280,1.59,10329.04,1e-05
4290,2.16,6912.97,1e-05
4300,2.02,5614.98,1e-05
4310,1.65,7029.02,1e-05
4320,1.81,6718.2,1e-05
4330,2.04,6822.26,1e-05
4340,2.32,8073.47,1e-05
4350,2.39,6193.75,1e-05
4360,2.62,4588.94,1e-05
4370,2.12,7304.69,1e-05
4380,2.74,4410.58,1e-05
4390,3.09,4616.75,1e-05
4400,2.26,5691.94,1e-05
4410,2.22,5304.95,1e-05
4420,2.03,7083.6,1e-05
4430,2.39,7464.05,1e-05
4440,2.82,4507.79,1e-05
4450,2.81,4907.84,2e-05
4460,2.58,7647.79,2e-05
4470,2.3,6836.63,2e-05
4480,3.18,3668.08,2e-05
4490,2.83,5717.02,2e-05
4500,2.21,6027.56,2e-05
4510,1.82,12142.36,2e-05
4520,2.06,6207.58,2e-05
4530,2.06,5997.01,2e-05
4540,1.92,8998.63,2e-05
4550,2.24,4890.74,2e-05
4560,2.39,7184.03,2e-05
4570,2.64,4635.03,2e-05
4580,2.21,5423.24,2e-05
4590,2.84,5436.32,2e-05
4600,2.47,4374.73,2e-05
4610,2.14,6059.54,2e-05
4620,2.64,4030.59,2e-05
4630,2.68,4585.83,2e-05
4640,2.8,4226.89,2e-05
4650,2.65,5539.84,2e-05
4660,3.26,4002.1,2e-05
4670,2.52,4945.8,2e-05
4680,2.53,5482.49,2e-05
4690,3.53,3313.23,2e-05
4700,2.54,4451.8,2e-05
4710,2.55,5050.35,3e-05
4720,3.0,3344.18,3e-05
4730,2.2,5713.32,3e-05
4740,2.68,4215.06,3e-05
4750,2.5,4689.31,3e-05
4760,1.91,7671.85,3e-05
4770,2.36,6494.3,3e-05
4780,2.24,4768.47,3e-05
4790,1.17,14105.64,3e-05
4800,2.25,4428.9,3e-05
4810,2.58,4903.51,3e-05
4820,2.05,5278.78,3e-05
4830,1.98,6362.53,3e-05
4840,1.79,4595.3,3e-05
4850,1.83,6998.72,3e-05
4860,2.42,3517.81,3e-05
4870,2.69,3008.1,4e-05
4880,2.77,3744.19,4e-05
4890,1.95,5824.03,4e-05
4900,2.57,3623.75,4e-05
4910,2.26,4291.43,4e-05
4920,2.42,5687.67,4e-05
4930,1.9,4674.08,4e-05
4940,2.31,4499.88,4e-05
4950,2.02,4446.27,4e-05
4960,2.29,3722.47,4e-05
4970,2.35,3286.35,4e-05
4980,1.96,5978.55,4e-05
4990,2.46,4457.53,4e-05
5000,3.21,6584.24,5e-05
5010,2.33,3992.08,5e-05
5020,2.38,4835.35,5e-05
5030,2.35,4036.83,5e-05
5040,2.79,3593.45,5e-05
5050,2.2,4825.03,5e-05
5060,1.97,5799.44,5e-05
5070,3.02,3030.26,5e-05
5080,2.48,3572.0,5e-05
5090,2.21,4829.71,5e-05
5100,3.13,2676.45,6e-05
5110,2.33,4211.74,6e-05
5120,2.07,4658.7,6e-05
5130,2.32,3561.46,6e-05
5140,3.25,2289.09,6e-05
5150,2.23,3117.22,6e-05
5160,1.97,4379.07,6e-05
5170,2.82,3204.91,6e-05
5180,2.66,3896.28,7e-05
5190,2.62,2769.84,7e-05
5200,2.27,4047.0,7e-05
5210,2.38,3567.39,7e-05
5220,1.88,4247.11,7e-05
5230,2.73,3936.79,7e-05
5240,2.28,3671.66,7e-05
5250,1.86,4134.09,7e-05
5260,2.45,3020.54,8e-05
5270,2.58,2420.27,8e-05
5280,2.5,4524.25,8e-05
5290,3.12,2947.73,8e-05
5300,2.26,3601.2,8e-05
5310,2.27,3188.26,8e-05
5320,2.28,2760.76,9e-05
5330,1.8,4878.14,9e-05
5340,2.03,4094.56,9e-05
5350,2.17,3619.8,9e-05
5360,2.92,2532.89,9e-05
5370,2.22,3077.01,0.0001
5380,2.32,2870.47,0.0001
5390,1.84,3306.38,0.0001
5400,1.81,3329.2,0.0001
5410,2.13,3103.94,0.0001
5420,1.53,5578.1,0.00011
5430,1.35,7449.22,0.00011
5440,2.73,3379.02,0.00011
5450,1.69,4037.56,0.00011
5460,1.7,3593.45,0.00011
5470,1.03,14871.3,0.00012
5480,1.91,4439.73,0.00012
5490,2.09,2930.68,0.00012
5500,2.46,3526.46,0.00012
5510,2.12,2974.91,0.00013
5520,2.7,2768.64,0.00013
5530,2.26,2964.24,0.00013
5540,2.29,2835.87,0.00013
5550,1.79,3399.12,0.00014
5560,2.88,2031.8,0.00014
5570,2.42,2774.96,0.00014
5580,2.0,2971.78,0.00014
5590,1.78,3390.78,0.00015
5600,1.96,3981.65,0.00015
5610,2.22,3044.15,0.00015
5620,2.9,2514.94,0.00016
5630,1.91,2696.87,0.00016
5640,2.59,1994.47,0.00016
5650,2.62,2136.96,0.00017
5660,1.69,3360.61,0.00017
5670,2.19,2250.9,0.00017
5680,2.21,2359.82,0.00018
5690,1.85,3195.05,0.00018
5700,2.59,2375.61,0.00018
5710,2.38,1612.43,0.00019
5720,2.18,2958.63,0.00019
5730,2.52,2412.92,0.0002
5740,1.95,3009.14,0.0002
5750,2.28,2709.91,0.0002
5760,2.81,1899.85,0.00021
5770,2.22,2315.94,0.00021
5780,2.2,2425.26,0.00022
5790,1.93,2218.71,0.00022
5800,3.37,1491.1,0.00022
5810,2.02,2688.96,0.00023
5820,2.39,2259.56,0.00023
5830,2.41,2001.93,0.00024
5840,2.68,1936.97,0.00024
5850,2.67,1368.66,0.00025
5860,2.15,2307.33,0.00025
5870,2.5,2324.82,0.00026
5880,2.23,2045.5,0.00026
5890,2.93,2115.59,0.00027
5900,2.26,1914.09,0.00027
5910,1.86,2509.45,0.00028
5920,2.5,2184.21,0.00029
5930,2.31,2311.83,0.00029
5940,3.12,1335.1,0.0003
5950,2.2,1806.46,0.0003
5960,2.86,1429.7,0.00031
5970,2.32,1421.78,0.00032
5980,2.36,1740.62,0.00032
5990,2.0,1911.1,0.00033
6000,1.68,2746.42,0.00034
6010,2.96,1523.55,0.00034
6020,2.55,1406.26,0.00035
6030,2.6,1833.8,0.00036
6040,2.31,1921.68,0.00036
6050,1.95,2717.47,0.00037
6060,2.06,2025.56,0.00038
6070,2.18,1676.55,0.00039
6080,1.65,2265.53,0.00039
6090,2.34,1533.11,0.0004
6100,2.27,1424.6,0.00041
6110,2.4,1469.44,0.00042
6120,2.55,1399.76,0.00043
6130,2.51,1105.57,0.00043
6140,2.11,1431.57,0.00044
6150,2.3,1522.2,0.00045
6160,2.29,1448.03,0.00046
6170,2.55,1772.39,0.00047
6180,2.14,1852.77,0.00048
6190,2.52,1412.52,0.00049
6200,1.99,1762.18,0.0005
6210,2.23,1454.08,0.00051
6220,1.93,1521.22,0.00052
6230,2.13,1426.78,0.00053
6240,2.11,1335.01,0.00054
6250,2.09,1331.85,0.00055
6260,1.45,2774.19,0.00056
6270,2.77,1762.93,0.00058
6280,1.54,2458.84,0.00059
6290,1.81,1440.35,0.0006
6300,1.71,2214.41,0.00061
6310,2.19,1486.96,0.00062
6320,2.03,1501.5,0.00064
6330,1.6,2112.66,0.00065
6340,3.06,1249.74,0.00066
6350,1.86,1252.27,0.00068
6360,2.85,1505.25,0.00069
6370,2.04,1399.07,0.0007
6380,2.21,1646.88,0.00072
6390,2.4,1101.14,0.00073
6400,2.37,980.34,0.00075
6410,3.17,1049.01,0.00076
6420,2.27,1027.3,0.00078
6430,1.39,1501.11,0.00079
6440,1.98,1205.5,0.00081
6450,2.03,1307.64,0.00082
6460,2.34,1152.34,0.00084
6470,2.16,1416.22,0.00086
6480,2.77,1005.14,0.00088
6490,1.81,1136.19,0.00089
6500,2.27,1466.13,0.00091
6510,2.67,926.49,0.00093
6520,2.03,1451.07,0.00095
6530,1.83,1324.64,0.00097
6540,1.98,982.47,0.00099
6550,1.98,1330.54,0.00101
6560,2.47,814.38,0.00103
6570,2.06,1212.15,0.00105
6580,2.44,1009.32,0.00107
6590,1.56,1615.98,0.00109
6600,1.93,1099.89,0.00111
6610,1.58,1461.72,0.00113
6620,2.91,812.4,0.00116
6630,2.16,1059.8,0.00118
6640,1.66,1308.39,0.00121
6650,1.83,1000.67,0.00123
6660,2.05,948.08,0.00125
6670,2.42,680.57,0.00128
6680,2.41,921.29,0.00131
6690,2.18,761.19,0.00133
6700,2.3,802.13,0.00136
6710,1.87,973.57,0.00139
6720,1.75,1062.8,0.00141
6730,2.54,874.88,0.00144
6740,1.77,986.66,0.00147
6750,2.09,858.77,0.0015
6760,1.92,866.17,0.00153
6770,1.45,1138.73,0.00156
6780,1.82,1104.06,0.00159
6790,1.78,1247.44,0.00163
6800,2.33,658.36,0.00166
6810,2.46,797.59,0.00169
6820,2.6,879.1,0.00173
6830,2.43,790.84,0.00176
6840,2.54,697.75,0.0018
6850,2.26,764.14,0.00183
6860,1.61,1021.74,0.00187
6870,1.88,780.71,0.00191
6880,1.8,1302.73,0.00195
6890,2.45,651.12,0.00199
6900,1.79,610.79,0.00203
6910,2.15,693.55,0.00207
6920,2.12,644.82,0.00211
6930,1.97,647.54,0.00215
6940,2.26,677.46,0.00219
6950,1.95,779.52,0.00224
6960,2.38,923.22,0.00228
6970,2.15,685.81,0.00233
6980,2.72,678.06,0.00238
6990,1.8,765.35,0.00242
7000,1.95,771.25,0.00247
7010,1.81,539.79,0.00252
7020,2.33,605.29,0.00257
7030,2.5,738.92,0.00263
7040,2.22,753.7,0.00268
7050,2.1,743.12,0.00273
7060,2.22,795.16,0.00279
7070,2.39,626.15,0.00284
7080,2.56,505.95,0.0029
7090,1.93,628.43,0.00296
7100,1.49,989.13,0.00302
7110,2.44,473.61,0.00308
7120,2.16,546.68,0.00314
7130,2.11,542.0,0.0032
7140,2.19,650.59,0.00327
7150,2.64,430.13,0.00333
7160,2.47,621.14,0.0034
7170,2.27,504.94,0.00347
7180,1.91,481.16,0.00354
7190,2.5,482.87,0.00361
7200,1.99,518.05,0.00368
7210,1.96,523.33,0.00376
7220,2.47,402.56,0.00383
7230,2.49,459.73,0.00391
7240,1.8,504.99,0.00399
7250,2.16,482.22,0.00407
7260,2.03,548.98,0.00415
7270,2.19,474.83,0.00424
7280,2.09,390.68,0.00432
7290,2.3,392.88,0.00441
7300,2.72,410.75,0.0045
7310,2.73,536.51,0.00459
7320,2.05,483.26,0.00468
7330,1.76,464.38,0.00477
7340,2.08,446.08,0.00487
7350,2.56,386.89,0.00497
7360,2.4,452.26,0.00507
7370,2.15,408.97,0.00517
7380,2.42,388.19,0.00527
7390,2.11,376.54,0.00538
7400,1.89,576.05,0.00549
7410,2.68,427.2,0.0056
7420,2.53,392.36,0.00571
7430,1.71,360.46,0.00582
7440,2.6,422.88,0.00594
7450,1.66,502.41,0.00606
7460,2.36,459.95,0.00618
7470,1.5,421.99,0.00631
7480,1.58,471.41,0.00643
7490,2.5,430.81,0.00656
7500,2.4,347.78,0.00669
7510,1.59,478.52,0.00683
7520,2.24,396.89,0.00696
7530,1.34,397.61,0.0071
7540,2.73,422.03,0.00725
7550,2.28,336.08,0.00739
7560,1.56,481.97,0.00754
7570,2.46,319.2,0.00769
7580,2.52,397.0,0.00785
7590,1.96,311.79,0.008
7600,1.85,240.93,0.00816
7610,1.86,426.53,0.00833
7620,2.11,342.21,0.00849
7630,2.34,448.89,0.00866
7640,2.32,314.87,0.00884
7650,2.05,358.48,0.00901
7660,2.11,296.34,0.00919
7670,1.73,257.77,0.00938
7680,1.98,311.75,0.00957
7690,2.17,264.9,0.00976
7700,1.88,260.72,0.00995
7710,2.08,279.1,0.01015
7720,1.75,300.65,0.01035
7730,2.63,243.31,0.01056
7740,2.06,250.37,0.01077
7750,2.13,281.83,0.01099
7760,2.26,273.61,0.01121
7770,2.67,293.58,0.01143
7780,2.21,288.45,0.01166
7790,2.22,333.27,0.01189
7800,2.12,333.69,0.01213
7810,1.98,269.03,0.01237
7820,1.9,239.89,0.01262
7830,1.72,377.85,0.01287
7840,1.64,307.4,0.01313
7850,1.54,453.36,0.01339
7860,2.22,240.0,0.01365
7870,1.67,290.36,0.01393
7880,2.25,210.6,0.0142
7890,2.62,199.12,0.01449
7900,2.26,237.77,0.01477
7910,1.76,218.8,0.01507
7920,1.84,232.2,0.01537
7930,1.63,251.79,0.01567
7940,1.83,201.01,0.01598
7950,1.77,199.08,0.0163
7960,2.45,213.31,0.01663
7970,2.35,221.83,0.01696
7980,2.18,188.87,0.01729
7990,2.02,191.6,0.01764
8000,1.56,198.96,0.01799
8010,1.16,219.69,0.01834
8020,2.2,179.75,0.01871
8030,1.91,189.64,0.01908
8040,2.05,177.06,0.01946
8050,2.11,220.89,0.01984
8060,2.47,181.5,0.02023
8070,1.61,262.52,0.02063
8080,1.37,212.84,0.02104
8090,2.04,226.66,0.02146
8100,2.04,190.37,0.02188
8110,2.62,210.78,0.02231
8120,2.1,213.04,0.02275
8130,1.84,170.37,0.0232
8140,2.57,148.79,0.02366
8150,1.89,168.01,0.02413
8160,2.36,170.8,0.0246
8170,2.7,147.19,0.02509
8180,1.97,189.03,0.02558
8190,1.52,201.9,0.02608
8200,1.99,204.83,0.0266
8210,2.56,172.76,0.02712
8220,1.95,157.73,0.02765
8230,2.02,129.62,0.0282
8240,1.79,146.41,0.02875
8250,2.68,141.3,0.02931
8260,1.9,146.23,0.02989
8270,2.13,175.0,0.03047
8280,1.36,196.63,0.03107
8290,1.64,169.18,0.03168
8300,2.94,178.42,0.0323
8310,1.56,145.15,0.03293
8320,1.86,151.96,0.03357
8330,1.91,148.23,0.03422
8340,2.63,131.43,0.03489
8350,2.24,149.77,0.03557
8360,1.89,144.3,0.03626
8370,1.84,137.8,0.03697
8380,2.35,119.06,0.03769
8390,1.75,187.82,0.03842
8400,2.15,136.88,0.03917
8410,1.96,139.3,0.03993
8420,1.87,139.61,0.0407
8430,2.3,115.18,0.04149
8440,2.33,129.48,0.04229
8450,1.65,125.34,0.04311
8460,2.29,112.06,0.04394
8470,2.13,114.87,0.04479
8480,1.91,113.09,0.04565
8490,2.15,122.95,0.04653
8500,1.72,119.29,0.04743
8510,1.78,114.6,0.04834
8520,2.39,108.48,0.04927
8530,1.64,117.31,0.05021
8540,1.56,136.46,0.05117
8550,1.69,115.93,0.05215
8560,1.99,112.73,0.05315
8570,1.87,108.11,0.05417
8580,2.22,93.66,0.0552
8590,2.2,89.65,0.05625
8600,2.48,98.4,0.05732
